Rating_ID,Item,Parsed_Ideas,Rater_ID,Originality_1_to_5,Usefulness_1_to_5,Valid_Use_0_or_1,Notes
9cb69c9c15b3bdb78a17,paperclip,Emergency zipper pull,,,,,
77c143ad3d5dddfcc654,towel,Workout sweatband,,,,,
d451348b536f32ed9f5d,can,Bookend,,,,,
1230b63ccdffc0b40795,paperclip,Bookmark,,,,,
db619c0c62a25c409df7,paperclip,Cord manager,,,,,
b5b3272daf3447db2e13,can,Bird feeder,,,,,
9c2fce69a4c9e8a155bc,book,Decorative object,,,,,
eb6db6369272185d2d86,towel,Polishing jewelry,,,,,
89130b28d97ffaf86d6c,paperclip,Temporary fix for a broken zipper,,,,,
0d94defdb7a2c7c9b7d7,book,Doorstop,,,,,
864c3f225e4975b60387,fork,Plant label,,,,,
2b20ea2d7cad0b8befd9,fork,Musical instrument,,,,,
faf2ccb2450d81b6f925,book,Wall support,,,,,
a1597ac9969cfde2e7af,towel,Crafting a DIY puppet,,,,,
0eb55666c2c14c457c97,can,Drum,,,,,
946105a6410bcb4a5a03,can,Planter,,,,,
851e3209ded16745c239,book,Gift wrap decoration,,,,,
a60f1a6ce3d17b57e8bf,can,Bird feeder,,,,,
c172d3c897c03b2404c7,towel,Table runner,,,,,
d20d275952b7b11f644b,fork,DIY craft tool,,,,,
d1b8fee0a9f0edb41605,paperclip,DIY wind chime,,,,,
c559a2d3bc3d14db5823,towel,Wiping down gym equipment,,,,,
93c4d4b6a986d7d78a81,towel,DIY craft material,,,,,
123d0b7410a3aeeb3bbe,fork,Screwdriver substitute,,,,,
53eb760b8aa446c1ad34,paperclip,Bag seal,,,,,
a999e88ea9d128d4ba81,paperclip,Geometric sculpture material,,,,,
e8a7c42cdf1eec0a57f4,paperclip,Cord manager,,,,,
a26d29f65b72d42dea93,book,Shelf filler,,,,,
5753d7934bfd40f72bda,book,Box support,,,,,
30b395b3e33106fc639b,can,Storage container,,,,,
bac49c572419bfbf4eab,can,Bookend,,,,,
e033ce08edc345a8d739,can,Plant pot,,,,,
114565d5a2af0620903f,book,Doorstop,,,,,
c0585d22edb71d48dc55,paperclip,Emergency fishing hook,,,,,
05b70fe98ed60ff2bb54,towel,Polishing metal,,,,,
50984074a4f634fd8bea,towel,Protecting surfaces,,,,,
51f0e5a1e235244c24f2,book,Bookshelf decoration,,,,,
f537fa0eb3225b974d66,can,Shelf decoration,,,,,
643ae76765d034c1092b,towel,Polishing shoes,,,,,
2faa568889c9b9c2df9e,fork,DIY wind chime,,,,,
533db26e484bb754eea0,towel,Drop cloth,,,,,
ba47dd0dfb74cd8d1c78,book,Table leveler,,,,,
80b852e2b6ec746031f9,book,Fire starter,,,,,
2576cceccfc93d07774f,fork,Bookmark,,,,,
9f4febe6b7a04f041176,towel,Protecting surfaces during painting,,,,,
71b4f783e602a290d90d,paperclip,Cable organizer,,,,,
85621efff118b90fbbe5,fork,Cable organizer,,,,,
29fef2788b292bcf8301,book,Decoration for shelf,,,,,
41d1b8cabedc883ff597,paperclip,Temporary fix for a broken zipper,,,,,
d91cbde1d5e89f3a6acc,can,Sculpture material,,,,,
4e6cb15ee5be85146ff4,towel,Creating a puppet,,,,,
975f14b02f16af9a2a0d,towel,Creating a DIY photo studio backdrop,,,,,
42b394e63609a26ed88b,paperclip,Cord organizer,,,,,
e523de78347808f88058,paperclip,Picture hanger,,,,,
a088c0fcfa781713b10b,can,Centerpiece,,,,,
25534734dca3350f0d16,fork,Hair accessory,,,,,
36c339a574942d2f2710,can,Vase,,,,,
00f9be397d8e658b7554,fork,Zipper pull,,,,,
30b82800a9cfed4d47f0,book,Table leg leveler,,,,,
d0e01f9c1acb07da14a1,towel,Table runner,,,,,
a01fbb7efc770c9c8094,towel,Polishing mirrors,,,,,
d08eff50bb331e2d8670,fork,Guitar slide,,,,,
0c39ff134d3732c107e9,towel,Table runner,,,,,
700b155ef84e1b9a5284,can,Birdhouse,,,,,
8db821ffddba2cad1a26,book,Sculpture base,,,,,
480a6938aa7167a9903d,can,Science experiment container,,,,,
a587b417f35be9e16322,book,Paperweight,,,,,
d6d1ceb83755763eb329,book,Kindling,,,,,
23c7fee728bad96ef895,can,Drum,,,,,
a3b0fd18dd8fdeec6842,book,Shelf filler,,,,,
8cd16a8cfdb250ce9d7d,towel,Insulating pipes,,,,,
95a8d929c29c1b370103,fork,Science experiment tool,,,,,
03c1d83e4c2421dd01df,fork,Mini shovel,,,,,
a2fd3db27dd5f72438eb,can,Drum,,,,,
bdccee879d74acf35944,towel,Dusting furniture,,,,,
d61749c08e4d03dcd2dc,paperclip,Picture hanger,,,,,
e92cc7ad5caf560f98d7,book,Soundproofing,,,,,
f1650d9c8565eeb1278d,book,Table leg leveler,,,,,
258aa5e5a984eec588ec,paperclip,Bag seal,,,,,
e9b5423dcf44e48a1910,book,Shelf filler,,,,,
416e7137d5f5ef454776,fork,Garden marker,,,,,
8cafaa0a0687740a2b22,can,Craft project material,,,,,
0bb8ee8d63bac53b14cf,fork,Photo prop,,,,,
36864e23bc91f5c96ec0,paperclip,Bookmark,,,,,
fd36366f073e4fd03ba1,towel,Insulating plants,,,,,
56ab4e9c92d959ca8e8a,fork,Measuring tool,,,,,
6b8ce7bc3393edb74825,can,Gift container,,,,,
6f4b89cc5c581c42298c,paperclip,DIY jewelry,,,,,
d48b93c82d1f187cd82b,can,Paperweight,,,,,
ff679b5f2e6e4b8c6485,book,Building material,,,,,
5d9e278d6cf27107b0bb,paperclip,Cable organizer,,,,,
c9a75b417d6a78feef79,paperclip,Bag seal,,,,,
096c7dacf670c0d585d1,book,Decoration,,,,,
519830a43bf3e34bf965,fork,DIY craft project material,,,,,
00c13a59b78e99601f46,paperclip,Picture hanger,,,,,
6c6c6c61808169c7238c,book,Floor protector,,,,,
6d2f2ea6425bbdd0a83e,book,Pressing flowers,,,,,
4890e05cb9f115b18f0f,book,Kindling for fire,,,,,
d61b201b5ca569b7b606,can,Pencil case,,,,,
b86e2ec37bfad169cd71,fork,Sculpture material,,,,,
6d24033da46d01bdbfb4,book,Shelf filler,,,,,
0dfc34cebd2f12a99fb9,towel,Securing plants,,,,,
9ec4390ab4b3dfef65e4,fork,Plant label,,,,,
f4e5cea9f7a3ce48f6e6,can,Vase,,,,,
3af84f95fd98e045c4e0,book,Table centerpiece,,,,,
39c5f14ad1d757e5aede,fork,Impromptu back scratcher,,,,,
7bf4ed1ef63c35f9b787,can,Geometry shape model,,,,,
8f8b2fc5a0b72153acbe,fork,Desk organizer,,,,,
06168885e2811cd335a8,paperclip,Bookmark,,,,,
5ae1d413c7297e4d59a1,towel,Securing plants,,,,,
bf8ec07a0bde5518d05a,paperclip,Photo display,,,,,
f55e2c72ab62866befa9,fork,Plant label,,,,,
9d92ef7c46faf3d905f1,can,Drum,,,,,
9850643070488e25b01d,book,Pressing flowers,,,,,
9c0b0524acb8e693e818,paperclip,Zipper pull,,,,,
a93615d1bab7d0e44146,can,Bird feeder,,,,,
bd7b0b376d7507ea568c,paperclip,Zipper stop,,,,,
590f3f8e3996d0bd70bc,book,Table leg support,,,,,
1fb7aed0823a9bea82ed,can,Science experiment container,,,,,
9c468a331bd033c89a03,towel,Creating a makeshift curtain,,,,,
f87a8d0666cd737fbc90,paperclip,DIY jewelry,,,,,
63e80b0799cd564ed977,can,Pencil holder,,,,,
21b5a4103638b68a1131,book,Protecting surfaces,,,,,
d90c3e44b2391aea2f79,towel,Making a fort,,,,,
8eb0e697b41413de1a1a,towel,Drop cloth,,,,,
dde46afadb76ab915018,fork,Zipper pull,,,,,
e52727dc9abed5c2af54,fork,Sculpture material,,,,,
41dd4915115b759ab125,towel,Seat cover,,,,,
e2b6b88d7d4c3b71d8e3,towel,Photography prop,,,,,
04d680f5a98169afa1fc,fork,Zipper pull,,,,,
49dd74444a5d7835071b,towel,Crafting material,,,,,
1c7d32a531628d9ef618,towel,Securing a load,,,,,
5de20d287a2a4162726b,towel,Dusting furniture,,,,,
2dba490e8ed11010f89e,paperclip,Geometric sculpture component,,,,,
0e3d6859ef3bb84964ee,towel,Pet blanket,,,,,
564d0e902875700bc4e1,paperclip,Wind chime component,,,,,
c40e4143d70ff19c90ed,towel,Macrame material,,,,,
970158e85ab158be1ba0,paperclip,Temporary fix for a broken zipper,,,,,
2d9ae58c00695d91834e,towel,Creating a DIY photo studio,,,,,
2e2d14f5d9708e133c97,can,Shelf decoration,,,,,
b673ca917313d115aa97,fork,Plant label,,,,,
ceadff6ca74c2bd3b49f,paperclip,DIY zipper pull,,,,,
eb8934ffb3bc2954e765,book,Kindling,,,,,
cc016387f66abda63cfb,book,Table leg stabilizer,,,,,
1b9b50d9336945f37f86,can,Pencil holder,,,,,
05f12808309e18fe75f9,book,Decoration,,,,,
167e95b915fb40ad84df,book,Bookshelf decoration,,,,,
f58c2736b03b74fef1d3,book,DIY birdhouse,,,,,
d1d080597040d32737bf,towel,Making a fort,,,,,
fead575059459399e602,towel,Pet bed,,,,,
9201f014692c48a0460c,towel,Craft project material,,,,,
17d630aa4335cfc65a21,book,Dust collector,,,,,
50dc2139da8d044bc156,towel,Cleaning up spills,,,,,
5d4fbbf34fde1cac695a,fork,Science experiment prop,,,,,
c700a9057ff2be9dd8ca,can,Science experiment container,,,,,
de8a99bc0ef2bbe5bd79,paperclip,Emergency sewing needle,,,,,
9e88edc8a3a7bcd068d5,towel,Polishing cloth,,,,,
c4078c93c1884d2bd0f9,paperclip,Temporary fix for a broken zipper,,,,,
68376032de4ba42106fd,paperclip,Plant marker,,,,,
c76fdf3b2d36d260aba6,fork,Phone stand,,,,,
754a4c08eeb57459ad07,fork,Cable organizer,,,,,
64598c86dbf2a3d1c29b,book,Doorstop,,,,,
cb8c6ff391293d63fc8c,fork,Plant label,,,,,
36930562c7e6070736f3,can,Doorstop,,,,,
4beeb256ee195948db7a,fork,Sculpting tool,,,,,
1ed6bf384d936b12669f,towel,Insulating pipes,,,,,
6c568579c04fed8359f2,towel,Protecting surfaces from paint,,,,,
dd067adfe881fe5b9a37,towel,Covering a drafty window,,,,,
4c0fd326c2aefefa763b,book,Decoration,,,,,
faa4da8492a145e483a5,fork,Plant label,,,,,
a891d529e4a18deb9139,book,Building material,,,,,
d83d6d4a567e4d579edb,paperclip,Cord organizer,,,,,
bcbac59275e914b0a1fb,paperclip,Plant marker,,,,,
1edbda7d26e14142bbc0,book,Doorstop,,,,,
6cc28b007430e330756a,can,Gift container,,,,,
edd92a3f79437949b5a9,book,Paperweight,,,,,
313dca406fd3f948bdd8,paperclip,Cable organizer,,,,,
ffb50c66b82403428150,fork,Miniature sculpture base,,,,,
b38d2324531d9c210ec8,fork,DIY wind chime,,,,,
5d81a7092dc0cb4b5d1e,book,Creating a barricade,,,,,
4a472ec99b5488c54b4f,book,Paperweight,,,,,
cdbc33439b39f3efd519,fork,Plant label,,,,,
4ebf8d8561668b69dccb,paperclip,Cord organizer,,,,,
8b7e8680fdfb1dc00a0c,fork,Picture frame decoration,,,,,
e6191ec18c0e6f98d033,can,Pen holder,,,,,
a0b7c0a2a308aa4d4c7f,towel,Crafting a DIY puppet,,,,,
f89618e3dbc8f6ca5ce0,fork,Craft project mold,,,,,
6a4a96cc5b535825ba2e,paperclip,Plant marker,,,,,
2477cc35dfe9c1da11f5,can,Vase,,,,,
f97a35c2c04cf2064153,fork,Guitar slide,,,,,
16928a6f1776ed3ad051,can,Birdhouse,,,,,
3044d423f9e736adeeb8,fork,Cord manager,,,,,
9fa84a6d6d24998079bb,fork,DIY wind chime,,,,,
095dae4ee1de5dbbece3,book,Plant press,,,,,
f87447a57935ed160253,book,Table centerpiece,,,,,
c2d07a13350593682dfa,paperclip,Photo display,,,,,
d9fa24ed00ff2bc67ba7,book,Kindling,,,,,
cc76aea8b5b6c79d5883,can,DIY wind chime,,,,,
a01cbe8c0bd52f6971bb,towel,Creating a photography backdrop,,,,,
0da29f146eb40322ccfb,book,Trivet,,,,,
ed4e7fb1eb0785e5c03c,can,Pencil cup,,,,,
6300fc55f8916e9cc6a3,paperclip,DIY jewelry,,,,,
a0896d4d4ae84183866d,book,Gift,,,,,
6f72f246364b3e114db8,paperclip,Cord manager,,,,,
031bcc9df8cf3e76dfdd,can,Planter,,,,,
1abbdf0e8994823157e3,can,Paperweight,,,,,
1cbfb62076fae731abc7,fork,DIY wind chime,,,,,
c74a8ad5da4832285f4b,book,Gift wrap,,,,,
3136d082d47ebc5b2493,can,Science experiment container,,,,,
e648cd5c99280f89f364,paperclip,Plant stake,,,,,
6ecae7b83850a0fd66fd,paperclip,Cord manager,,,,,
e3456813ed43b32727ba,book,Gift wrap base,,,,,
9e44163c71b66eb5b424,book,Gift wrap,,,,,
9b60c7758f0bb9a2d5c6,book,Decorative item,,,,,
f4cca79f2491a28400e4,book,Shelf filler,,,,,
939f8eeea1c306388cbe,towel,Securing plants,,,,,
0e8a416074a241c93e5d,can,Science experiment container,,,,,
da87043593fc0be32685,can,Vase,,,,,
3c531a19e57e121b4868,book,Table leg shim,,,,,
081cb661ab8222a78c2e,book,Pressing flowers,,,,,
3b707798e60931b378a5,book,Sound dampener,,,,,
ac0804938fdb70e4916d,towel,Cleaning rag,,,,,
1f8be17b09f3a2ce6173,paperclip,Bookmark,,,,,
14cb5c4639b750c4c08b,paperclip,Temporary fix for broken zippers,,,,,
31a1ab1bb5fbbe7796cd,can,Pencil case,,,,,
ae155bae52c6920d842d,can,Planter,,,,,
db940a32ab4c0f0a05fe,fork,Cable organizer,,,,,
7137211c6b41c5ebb9db,fork,Science experiment aid,,,,,
461ce2a9178960a3d175,book,Pressing flowers,,,,,
2ebd1d3e331acd471089,paperclip,Bag seal,,,,,
b66c2b73619bdd640409,paperclip,Bag seal,,,,,
9724901f66bb1254acee,towel,Polishing cloth,,,,,
644f43079b706d0a167a,can,Science experiment container,,,,,
785924ee2d72f23a0954,fork,Sculpture material,,,,,
6b99b4a6a9032cd2b255,towel,Securing a load,,,,,
1392df04e06a0627901e,can,Pencil sharpener container,,,,,
47ef9bb649e1fa87b8be,fork,Bookmark,,,,,
9c34204e6407f3929345,fork,Science experiment tool,,,,,
fa8d42d2c5b4d2c87d76,fork,Garden weeder,,,,,
7d37109d4afb102e1453,towel,Insulating plants,,,,,
676270fd11246fd96ccb,book,Shelf filler,,,,,
35e82bc834ecb857e112,fork,Emergency zipper pull,,,,,
3fcae201b0f0478c398e,fork,Guitar slide,,,,,
68cd3fb46597377dd434,towel,Making a fort,,,,,
2f3065b990760faa5f38,book,Mural base,,,,,
cc6f6f381d4da7141160,book,Step stool,,,,,
ddea7646c9989d69022e,can,Science experiment container,,,,,
af961d0597ba89ffeca3,towel,Tablecloth,,,,,
fefb5323e297ff9926a2,towel,Pet bed,,,,,
d426ce1f2c0b76e14c5e,paperclip,Wind chime component,,,,,
4574d6dca8c2c6611ee4,book,Paperweight,,,,,
b6e5885e8ca61c4f1f30,fork,Picture hanger,,,,,
bcea8055b4600051fb76,can,Birdhouse,,,,,
0fbe53cddcd3552a3281,fork,Pencil holder,,,,,
98141973350c31ffcff9,towel,Signaling for help,,,,,
771f0d89c8cf14e810f9,paperclip,Emergency screwdriver,,,,,
0beccc67b93ba2e0c3f1,fork,Bookmark,,,,,
960b238f5c5fd97009d7,towel,Moving heavy objects,,,,,
527fa2e7a9b4553125fe,towel,Pet bedding,,,,,
abbe116d89b5324be1a0,towel,Picnic blanket,,,,,
0a52a2134898cb17c140,towel,Drop cloth,,,,,
e57ebe2a3be78616a7df,towel,Moving heavy objects,,,,,
4ed390944b9c7819b913,paperclip,Bag seal,,,,,
494aa9b9070a18b20cc9,towel,Polishing metal,,,,,
38320fa905a4201ba729,paperclip,Cord manager,,,,,
11b585d1802df45d362b,towel,Insulating pipes,,,,,
44bbd3bb63ba330c50cb,fork,Photo prop,,,,,
840cac6f85a874bee13a,fork,Mini shovel,,,,,
1abebac03ae1aadda734,paperclip,Temporary fix for a broken zipper,,,,,
a200974b3c6a594aa389,towel,Impromptu picnic blanket,,,,,
e7f5225015822dbcf821,paperclip,Emergency sewing needle,,,,,
95571caa64177aeaf556,fork,Desk organizer,,,,,
6197905babbddf07afa0,fork,Zipper pull,,,,,
28718b38cf6a13b26ff7,fork,Hair styling tool,,,,,
403d2ce4615f8d76ca15,book,Kindling,,,,,
c32d7e19ccab6ab47e7f,can,Science experiment container,,,,,
d76b93e458a87c308fc7,towel,Polishing cloth,,,,,
c3e271afaf72f3f80878,paperclip,As a plant marker,,,,,
f83f5b54fb94800c94fc,towel,Making a DIY photo studio,,,,,
740933cc183dd1cdf599,paperclip,Cord manager,,,,,
26a782d7f29fd8033a77,book,Kindling,,,,,
89948e0a5d57c0f5c63d,fork,Science experiment tool,,,,,
8c740c1f878b99852ea9,paperclip,DIY jewelry,,,,,
a4fbca0f0f0ae7c9dc88,paperclip,Temporary fix for broken zippers,,,,,
fd91c39b19f6491d6a4b,book,Step stool,,,,,
ddca5c9a634f22d7cb12,towel,Macrame crafting material,,,,,
bcd202aaae8394e87bb3,can,Wind chime,,,,,
3db3969df77259f56cf8,towel,Insulating plants,,,,,
f71ab4dda2ba20af8981,fork,Measuring gauge,,,,,
8ce937cb161c00d15d36,towel,Dusting furniture,,,,,
c942962a4aa798fe955b,towel,Making a DIY photo studio,,,,,
1fea51326dd18c729f91,towel,Insulating pipes,,,,,
926657e0a83289360297,book,Paperweight,,,,,
8e2db6d0f8bcfeda7387,fork,Bookmark,,,,,
f1753f0fe48b088180ce,towel,Making a rope,,,,,
72dfaca566fdba52445e,paperclip,Temporary fix for a broken zipper,,,,,
45f1072d188f1da340e7,book,Paperweight,,,,,
1f0b6ccb7f53beaedf9b,book,Art project material,,,,,
ceabccac4035cb1a875b,fork,Garden marker,,,,,
1fcd1d1d6e3eea29ec08,paperclip,Photo display,,,,,
2587cda9563cdd4d0f60,fork,Pencil holder,,,,,
72f020c9d066d551974a,can,Gift container,,,,,
0f6db12fd16d57ce7c75,fork,Pencil holder,,,,,
e94dd257324cea9f00af,paperclip,Plant marker,,,,,
0bd66cfb63eb68683c26,paperclip,Cord organizer,,,,,
de40ab7c7aca1ccf5d07,can,Wind chime,,,,,
3a9e39bce67f8fb7e91a,paperclip,Cord organizer,,,,,
31f88347330fec98ddee,paperclip,Bookmark,,,,,
f6df96cb9c5ab7fd3ed0,can,Wind chime component,,,,,
de578d1a0ba9bd0bd19a,can,Pencil sharpener container,,,,,
77a2fb1d0596f2e39065,book,Prop,,,,,
c1c65a421ab2e4536e13,towel,Creating a fort,,,,,
9dd33bf498bbbe9e1b2f,fork,Plant stake,,,,,
8fd9a47ade85bec2d35b,towel,Table runner,,,,,
625c307ea247fddf5962,fork,Zipper pull,,,,,
42032bbf16b174bc3d30,book,Plant stand,,,,,
f665464b21e24ad708a2,towel,Making a fort,,,,,
104c2f410b9e944972b7,fork,Science experiment probe,,,,,
c409e20790a8b6d3a4d2,towel,Cleaning rag,,,,,
b13aca895730588f7a1d,paperclip,Wind chime component,,,,,
9f50e4b74e1d1981cac6,can,Robot body,,,,,
a663576b9eb00bc20705,can,Robot body,,,,,
875c8f286ae265e14654,can,Pencil holder,,,,,
21873a5a77615d7528b0,book,Decorative item,,,,,
227a016562d8b312de87,book,Bookshelf decoration,,,,,
c8b00b4c3b5ff20cf754,book,Prop for photography,,,,,
77ce7ba178c82474fd0a,towel,Wiping down gym equipment,,,,,
e237837275f0bc9fa703,paperclip,DIY zipper pull,,,,,
43e63ec3452647d09103,towel,Drop cloth,,,,,
cb44fd98be248acb4ebd,book,Decorative prop,,,,,
1d6dec6d2028589cc64f,fork,Pencil holder,,,,,
3c2807c8696afc9d778b,paperclip,Temporary fix for a broken zipper,,,,,
a048eee0d2c9553c5fbb,can,Desk organizer,,,,,
90abbb51957425034aa3,can,Pencil holder,,,,,
30d5ea6268f64a14c687,paperclip,DIY jewelry,,,,,
b92edb2cc0d5ca042d83,can,Pen holder,,,,,
c1b6e295966d176c9d2d,fork,Plant label,,,,,
90c3a86b28602fd6961a,fork,DIY craft project material,,,,,
564ff548fa1959860124,towel,Dusting furniture,,,,,
248f3df011ee6f09eedd,book,Bookend,,,,,
c9d83ded5ceb5f2c3ca4,book,Paperweight,,,,,
ac2668f2490a949a3a35,towel,Drying a car,,,,,
fa3f8a9d793202e91fea,can,Pencil case,,,,,
7ae655a828bd5e4964b7,book,Paperweight,,,,,
dfdfd64c3380d74e9a41,can,Bookend,,,,,
92fcc3f6dd0eab12543b,book,Weighing down tarps,,,,,
2463326b3d3f84f6d307,towel,Protecting surfaces,,,,,
dc4d2908a13c2a802671,fork,Cord organizer,,,,,
da0b5c5b58ad577b8c72,paperclip,Bag seal,,,,,
0d5314310a44a3360d9b,book,Bookend,,,,,
0c966b03a2e8cc237beb,fork,Science experiment tool,,,,,
39c207c02137965ddadd,towel,Signaling for help,,,,,
af13c06ba2bbf3bb1fa8,book,Gift wrap,,,,,
dba96e16a95efecf5eb6,book,Building material,,,,,
0ac862f00faada43d739,can,Planter,,,,,
c3557785aebd74d662f6,towel,Impromptu curtain,,,,,
ca43bec293c2bb0b7300,paperclip,Plant marker,,,,,
d780b874000b4fab5ba9,fork,Guitar slide,,,,,
fb64adbbea5e0d59062c,paperclip,Bag seal,,,,,
f289fb2c13d244b9368a,book,Pressing flowers,,,,,
870a183c9256e01805d7,fork,DIY wind chime,,,,,
3de3511ecc0730ac7d66,book,Bookend,,,,,
d86242cdfbe26faccf82,fork,Zipper pull,,,,,
288eab85b7408c27cea6,can,DIY lamp,,,,,
4b97003fa8ebab83dee8,paperclip,Wind chime component,,,,,
f2458fdb81d5d98dc9c8,book,Table centerpiece,,,,,
fcbcc447144d19e626c7,paperclip,Photo holder,,,,,
7471d302fcfc689af72a,can,Bird feeder,,,,,
a47eaeb8fe757dd43d06,towel,Cleaning up spills,,,,,
6fd90d15de66b5371cae,towel,Polishing jewelry,,,,,
8d15f71237f7dcdfcd6a,paperclip,Bag seal,,,,,
3816d46c03e5ffc2b7ae,paperclip,Cable organizer,,,,,
5c379e7d5f2566e0b8f7,can,Drum,,,,,
b305624cffb0b94ed5cc,can,Pencil case,,,,,
f09c0799afb9618aa808,towel,Dusting cloth,,,,,
4f474ff3ee6ae41fcad6,book,Table leg leveler,,,,,
96398d129058c7acec10,towel,Polishing jewelry,,,,,
c915d0eb4a23bed3142d,towel,Signaling for help,,,,,
57148959c40c052d129c,book,Building material,,,,,
8e99e81752a150fbf280,fork,Hair pick,,,,,
385b7608f42568f0ff1d,paperclip,Plant marker,,,,,
b772594b01026c72a92d,can,Vase,,,,,
f406ce904a6f64530ccc,book,Table leveler,,,,,
2db04b1b5697104242ff,paperclip,Zipper pull,,,,,
6a63f55fc5e900b7a3a1,towel,Tablecloth,,,,,
40a64575871393424fe8,towel,Polishing metal,,,,,
db9e174fc9ca985e20ca,book,Prop,,,,,
ffa0e908b27a8b722b4b,paperclip,Plant stake,,,,,
197b8c69e976fdb557c0,towel,Creating a puppet,,,,,
d22a750c5a8219ff7ace,can,DIY lamp,,,,,
b73997f37fcc35a9500d,book,Kindling,,,,,
979d91a8bf5915052124,paperclip,Plant stake,,,,,
a6dd1a3334b31a3d4f2e,fork,Zipper pull,,,,,
c1a0ec7a3f7c62f1bb94,fork,Cable organizer,,,,,
f72a48d26c6338f35f0c,paperclip,Temporary fix for a broken zipper,,,,,
19689cbaf178ef5f2f14,towel,Crafting a puppet,,,,,
0d9291e1070f48654862,towel,Dusting furniture,,,,,
e5f10253740324559573,towel,Dusting cloth,,,,,
b2122cdb76bb00b35ed8,book,Decorative centerpiece,,,,,
9701cbc07d563d9fc875,fork,Percussion instrument,,,,,
fa52fe737d9f67614c37,towel,Insulating pipes,,,,,
e1b3930bebc2a71287a9,book,Building material for a fort,,,,,
f1333da02e34696d4dc1,book,Decoration,,,,,
26f40bf523219974bfc1,book,Kindling,,,,,
06fd03511008738b9f78,paperclip,Zip tie replacement,,,,,
2ef74f3693e976f1e8e2,paperclip,DIY jewelry,,,,,
78ea8fc808856ccc0c22,book,Decorative centerpiece,,,,,
d30a80d455e6882e2361,fork,Science experiment probe,,,,,
0ae338ea5de689bcf29b,can,Sculpture base,,,,,
c6396eec0a85bc9a3167,fork,Hair accessory,,,,,
a1ef82d0f20ae9961b9e,can,Drum,,,,,
d6649b85ed960c6ed4d9,towel,Dusting aid,,,,,
b64cb0af6faf3a7b0f32,towel,Creating a DIY photo studio backdrop,,,,,
19bf2d77e9e2880de62e,towel,Photography prop,,,,,
b7b8a574130decd8bda4,paperclip,DIY wind chime,,,,,
70254f40e02da78b1f50,fork,Picture hanger,,,,,
805e0bf9ee84409e3e0a,fork,DIY wind chime,,,,,
af912c2a51a357c00037,towel,Theatre costume,,,,,
cccb9ff76b6f03fdf445,fork,Mini shovel,,,,,
96c88968fafc965d9707,book,Bookshelf decoration,,,,,
98057346342332d84d4d,book,Pressing flowers,,,,,
4bc86da0a5269d8c1a2f,can,DIY lamp,,,,,
f22231dae6706b514d12,paperclip,Bookmark,,,,,
ffe6ba754c1260d531e3,paperclip,Temporary fix for a broken zipper,,,,,
654378d359e41e929f7a,paperclip,Bag seal,,,,,
2d56398421922c20ca5a,book,Doorstop,,,,,
4d661e9560694c5c6d64,towel,Drop cloth,,,,,
b3c5d7476acb0e71a2da,paperclip,Plant stake,,,,,
da03e3c6d042b5a97db9,towel,Silencing a squeaky door,,,,,
0e86cd985df0cfada041,towel,Wiping down equipment,,,,,
4775f55117b1377e8ac5,fork,Crafting tool,,,,,
c7ac9d4ca2ac2e747ce3,can,Bookend,,,,,
d48f0f1370c744c5f657,book,Decorative centerpiece,,,,,
1b0ad4279db74743f8bd,fork,Plant label,,,,,
28189dd460c5e199fd09,can,Planter,,,,,
8d2888b4c7f7e60a8d0c,paperclip,Cable organizer,,,,,
7279998d5b361aa90c8f,fork,Science experiment probe,,,,,
490aed171c95bace00ba,can,Shelf decoration,,,,,
baa1fcdd5fd52ae87c3c,can,Drum,,,,,
e72cbad061f9e226dba0,fork,Plant label,,,,,
c4224e34b5a796d8252f,book,Desk organizer,,,,,
29bc929ce928d877df48,paperclip,Cable organizer,,,,,
38cbaab5ed210c28e709,book,Plant stand,,,,,
ba1f09e325dd183ddc45,towel,Drying pets,,,,,
059e51bda6e6318f31e3,towel,Dusting rag,,,,,
f2fdc967fbd43a9c4f70,paperclip,Cord organizer,,,,,
6283e94f5ade5a2a2b88,towel,Creating a makeshift curtain,,,,,
b375d2f76d858f0e76f6,can,DIY lamp,,,,,
2ac05ba00254e785fe9b,fork,Hair pick,,,,,
0b7958e286178c3e0f63,towel,Picnic blanket,,,,,
87996ddcc090a420ec84,towel,Making a makeshift rope,,,,,
96bf2d1bb53e29f2cf3b,towel,Protecting surfaces,,,,,
3f9a5615176fa850c057,paperclip,Emergency screwdriver,,,,,
7591f9e76b8e0f9b20f0,towel,Drying wet books,,,,,
a075186e924a9def403c,can,Vase,,,,,
280c6a922363a25fe70a,towel,Making a puppet,,,,,
3fe2bdbe3d8e83bc4166,book,Floor leveler,,,,,
6bb01959e4bbc8b8f2f9,book,Building material,,,,,
a73c5d96df361a13b4cf,book,Stepping stool,,,,,
fcd8178f5faa824ddeb8,towel,Cleaning spills,,,,,
2de1a5c35e196b6eae69,can,DIY kit component,,,,,
f9641b75e420b317ae0b,can,Vase,,,,,
7cd9941dd11bf8c899ae,can,Plant holder,,,,,
d0a77daad4f465df3a81,towel,Paint smock,,,,,
60f68efddba15e6837cf,can,Drum,,,,,
8687af2d17307eb3fb57,fork,Craft project base,,,,,
97dae14634c67c5fba4c,book,Pressing flowers,,,,,
ae3a79d9efbc86ce1865,paperclip,Cord manager,,,,,
2f19e73dd859413089f0,paperclip,Zipper pull,,,,,
8e8c3c85b47b8a6ade89,towel,Insulating pipes,,,,,
