Model,Task,Instruction,Item,Condition,Prompt,Response,Short_Model,Parsed_Ideas,Originality_Score,Rarity_Score,Parsed_Words
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be boring.","1. Floor covering
2. Table surface protector
3. Dust cloth
4. Shelf liner
5. Window shade
6. Doorstop
7. Padding for storage
8. Seat cover
9. Curtain
10. Bed runner",gemma-4-31b-it,Doorstop,0.8196529746055603,0.9947368421052631,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be boring.","1. Floor covering
2. Table surface protector
3. Dust cloth
4. Shelf liner
5. Window shade
6. Doorstop
7. Padding for storage
8. Seat cover
9. Curtain
10. Bed runner",gemma-4-31b-it,Padding for storage,0.909892737865448,0.9947368421052631,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be boring.","1. Floor covering
2. Table surface protector
3. Dust cloth
4. Shelf liner
5. Window shade
6. Doorstop
7. Padding for storage
8. Seat cover
9. Curtain
10. Bed runner",gemma-4-31b-it,Seat cover,0.7386609315872192,0.9894736842105263,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be boring.","1. Floor covering
2. Table surface protector
3. Dust cloth
4. Shelf liner
5. Window shade
6. Doorstop
7. Padding for storage
8. Seat cover
9. Curtain
10. Bed runner",gemma-4-31b-it,Curtain,0.5093108415603638,0.9842105263157894,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be boring.","1. Floor covering
2. Table surface protector
3. Dust cloth
4. Shelf liner
5. Window shade
6. Doorstop
7. Padding for storage
8. Seat cover
9. Curtain
10. Bed runner",gemma-4-31b-it,Bed runner,0.7177140712738037,0.9947368421052631,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be conventional.","1. Picnic blanket
2. Window curtain
3. Furniture cover
4. Floor mat
5. Oven mitt
6. Baby wrap
7. Pet bed
8. Dusting cloth
9. Beach shield
10. Head wrap",gemma-4-31b-it,Picnic blanket,0.6017540693283081,0.9578947368421052,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be conventional.","1. Picnic blanket
2. Window curtain
3. Furniture cover
4. Floor mat
5. Oven mitt
6. Baby wrap
7. Pet bed
8. Dusting cloth
9. Beach shield
10. Head wrap",gemma-4-31b-it,Window curtain,0.5431861281394958,0.9789473684210527,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be conventional.","1. Picnic blanket
2. Window curtain
3. Furniture cover
4. Floor mat
5. Oven mitt
6. Baby wrap
7. Pet bed
8. Dusting cloth
9. Beach shield
10. Head wrap",gemma-4-31b-it,Furniture cover,0.7730880379676819,0.9947368421052631,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be conventional.","1. Picnic blanket
2. Window curtain
3. Furniture cover
4. Floor mat
5. Oven mitt
6. Baby wrap
7. Pet bed
8. Dusting cloth
9. Beach shield
10. Head wrap",gemma-4-31b-it,Floor mat,0.6135941743850708,0.9947368421052631,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be conventional.","1. Picnic blanket
2. Window curtain
3. Furniture cover
4. Floor mat
5. Oven mitt
6. Baby wrap
7. Pet bed
8. Dusting cloth
9. Beach shield
10. Head wrap",gemma-4-31b-it,Oven mitt,0.6732279658317566,0.9947368421052631,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be conventional.","1. Picnic blanket
2. Window curtain
3. Furniture cover
4. Floor mat
5. Oven mitt
6. Baby wrap
7. Pet bed
8. Dusting cloth
9. Beach shield
10. Head wrap",gemma-4-31b-it,Baby wrap,0.5717973709106445,0.9947368421052631,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be conventional.","1. Picnic blanket
2. Window curtain
3. Furniture cover
4. Floor mat
5. Oven mitt
6. Baby wrap
7. Pet bed
8. Dusting cloth
9. Beach shield
10. Head wrap",gemma-4-31b-it,Pet bed,0.8150540590286255,0.9894736842105263,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be conventional.","1. Picnic blanket
2. Window curtain
3. Furniture cover
4. Floor mat
5. Oven mitt
6. Baby wrap
7. Pet bed
8. Dusting cloth
9. Beach shield
10. Head wrap",gemma-4-31b-it,Dusting cloth,0.4819638729095459,0.9947368421052631,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be conventional.","1. Picnic blanket
2. Window curtain
3. Furniture cover
4. Floor mat
5. Oven mitt
6. Baby wrap
7. Pet bed
8. Dusting cloth
9. Beach shield
10. Head wrap",gemma-4-31b-it,Beach shield,0.6012153029441833,0.9947368421052631,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Towel,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Towel
Condition: Be conventional.","1. Picnic blanket
2. Window curtain
3. Furniture cover
4. Floor mat
5. Oven mitt
6. Baby wrap
7. Pet bed
8. Dusting cloth
9. Beach shield
10. Head wrap",gemma-4-31b-it,Head wrap,0.6594343185424805,0.9947368421052631,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Window streak cleaner,0.896852433681488,0.9835164835164835,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Seed starter pots,0.9752343893051147,0.9835164835164835,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Shoe deodorizer,0.9176123738288879,0.989010989010989,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Ripening fruit accelerator,0.9576069712638855,0.989010989010989,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Weed barrier mulch,0.9243661165237427,0.9945054945054945,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Gift wrap,0.7341112494468689,0.9725274725274725,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Oil spill absorbent,0.886992871761322,0.9945054945054945,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Packing void fill,0.9589999318122864,0.9945054945054945,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Pet cage liner,0.8781498074531555,0.978021978021978,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Fire starter,0.8345575928688049,0.9615384615384616,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Window streak remover,0.9190365672111511,0.9835164835164835,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Seed starter pots,0.97523432970047,0.9835164835164835,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Odor absorber for shoes,0.9286183714866638,0.989010989010989,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Gift wrap,0.7341112494468689,0.9725274725274725,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Ripening chamber for fruit,0.9522013068199158,0.9945054945054945,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Weed barrier for gardening,0.9263793230056763,0.978021978021978,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Protective floor covering for painting,0.9039574265480042,0.9945054945054945,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Pet cage liner,0.8781498074531555,0.978021978021978,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Packing material for fragile items,0.9262713193893433,0.9725274725274725,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Fire starter for campfires,0.9155600666999817,0.978021978021978,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Window streak remover,0.9190365672111511,0.9835164835164835,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Seed starter pots,0.97523432970047,0.9835164835164835,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Shoe deodorizer,0.9176123738288879,0.989010989010989,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Ripening fruit accelerator,0.9576069712638855,0.989010989010989,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Grease absorber for fried foods,0.9439490437507629,0.9945054945054945,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Weed barrier for gardens,0.9305241703987122,0.978021978021978,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Packing material for fragile items,0.9262713193893433,0.9725274725274725,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Odor absorber for refrigerators,0.9226392507553101,0.9945054945054945,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Fire starter,0.8345575928688049,0.9615384615384616,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Pet cage liner,0.8781498074531555,0.978021978021978,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Window cleaning,0.8507809042930603,0.989010989010989,
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Ripening fruit,0.9215303659439087,0.989010989010989,
