Model,Task,Instruction,Item,Condition,Prompt,Response,Short_Model,Parsed_Ideas,Originality_Score,DB_Rarity_Score,Novelty_Score
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Pet cage liner,0.8781498,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Standard,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper","1. Window streak cleaner
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Weed barrier mulch
6. Gift wrap
7. Oil spill absorbent
8. Packing void fill
9. Pet cage liner
10. Fire starter",gemma-4-31b-it,Fire starter,0.8345576,0.0,2.495956485974585
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Window streak remover,0.91903657,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Seed starter pots,0.9752343,0.0,3.817712325956905
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Odor absorber for shoes,0.9286184,0.0,3.594568774642695
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Gift wrap,0.73411125,0.0,2.259567707910355
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Ripening chamber for fruit,0.9522013,0.0,3.594568774642695
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Weed barrier for gardening,0.9263793,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Protective floor covering for painting,0.9039574,0.0,4.51085950651685
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Pet cage liner,0.8781498,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Packing material for fragile items,0.9262713,0.0,2.259567707910355
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be creative.","1. Window streak remover
2. Seed starter pots
3. Odor absorber for shoes
4. Gift wrap
5. Ripening chamber for fruit
6. Weed barrier for gardening
7. Protective floor covering for painting
8. Pet cage liner
9. Packing material for fragile items
10. Fire starter for campfires",gemma-4-31b-it,Fire starter for campfires,0.91556007,0.0,2.495956485974585
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Window streak remover,0.91903657,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Seed starter pots,0.9752343,0.0,3.817712325956905
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Shoe deodorizer,0.9176124,0.0,3.594568774642695
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Ripening fruit accelerator,0.957607,0.0,3.594568774642695
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Grease absorber for fried foods,0.94394904,0.0,4.51085950651685
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Weed barrier for gardens,0.9305242,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Packing material for fragile items,0.9262713,0.0,2.259567707910355
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Odor absorber for refrigerators,0.92263925,0.0,3.594568774642695
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Fire starter,0.8345576,0.0,2.495956485974585
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Effective,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be effective.","1. Window streak remover
2. Seed starter pots
3. Shoe deodorizer
4. Ripening fruit accelerator
5. Grease absorber for fried foods
6. Weed barrier for gardens
7. Packing material for fragile items
8. Odor absorber for refrigerators
9. Fire starter
10. Pet cage liner",gemma-4-31b-it,Pet cage liner,0.8781498,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Window cleaning,0.8507809,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Ripening fruit,0.92153037,0.0,3.594568774642695
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Drying shoes,0.96573246,0.0,3.594568774642695
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Lining a trash bin,0.8529401,0.0,3.817712325956905
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Packing fragile items,0.94379294,0.0,2.259567707910355
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Weed suppression,0.8566244,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Oil absorption,1.0246464,0.0,3.817712325956905
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Floor protection,0.912011,0.0,5.204006687076795
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Fire starting,0.910698,0.0,2.495956485974585
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Boring,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be boring.","1. Window cleaning
2. Ripening fruit
3. Drying shoes
4. Lining a trash bin
5. Packing fragile items
6. Weed suppression
7. Oil absorption
8. Floor protection
9. Fire starting
10. Pet cage lining",gemma-4-31b-it,Pet cage lining,0.9319946,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be conventional.","1. Window cleaning
2. Ripening fruit
3. Packing fragile items
4. Lining bird cages
5. Drying wet shoes
6. Weed barrier
7. Fire starter
8. Gift wrapping
9. Oil spill absorption
10. Drawer liners",gemma-4-31b-it,Window cleaning,0.8507809,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be conventional.","1. Window cleaning
2. Ripening fruit
3. Packing fragile items
4. Lining bird cages
5. Drying wet shoes
6. Weed barrier
7. Fire starter
8. Gift wrapping
9. Oil spill absorption
10. Drawer liners",gemma-4-31b-it,Ripening fruit,0.9215303,0.0,3.594568774642695
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be conventional.","1. Window cleaning
2. Ripening fruit
3. Packing fragile items
4. Lining bird cages
5. Drying wet shoes
6. Weed barrier
7. Fire starter
8. Gift wrapping
9. Oil spill absorption
10. Drawer liners",gemma-4-31b-it,Packing fragile items,0.94379294,0.0,2.259567707910355
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be conventional.","1. Window cleaning
2. Ripening fruit
3. Packing fragile items
4. Lining bird cages
5. Drying wet shoes
6. Weed barrier
7. Fire starter
8. Gift wrapping
9. Oil spill absorption
10. Drawer liners",gemma-4-31b-it,Lining bird cages,0.921422,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be conventional.","1. Window cleaning
2. Ripening fruit
3. Packing fragile items
4. Lining bird cages
5. Drying wet shoes
6. Weed barrier
7. Fire starter
8. Gift wrapping
9. Oil spill absorption
10. Drawer liners",gemma-4-31b-it,Drying wet shoes,0.97522223,0.0,3.594568774642695
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be conventional.","1. Window cleaning
2. Ripening fruit
3. Packing fragile items
4. Lining bird cages
5. Drying wet shoes
6. Weed barrier
7. Fire starter
8. Gift wrapping
9. Oil spill absorption
10. Drawer liners",gemma-4-31b-it,Weed barrier,0.8533555,0.0,3.41224721784874
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be conventional.","1. Window cleaning
2. Ripening fruit
3. Packing fragile items
4. Lining bird cages
5. Drying wet shoes
6. Weed barrier
7. Fire starter
8. Gift wrapping
9. Oil spill absorption
10. Drawer liners",gemma-4-31b-it,Fire starter,0.83455765,0.0,2.495956485974585
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be conventional.","1. Window cleaning
2. Ripening fruit
3. Packing fragile items
4. Lining bird cages
5. Drying wet shoes
6. Weed barrier
7. Fire starter
8. Gift wrapping
9. Oil spill absorption
10. Drawer liners",gemma-4-31b-it,Gift wrapping,0.7734343,0.0,2.259567707910355
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be conventional.","1. Window cleaning
2. Ripening fruit
3. Packing fragile items
4. Lining bird cages
5. Drying wet shoes
6. Weed barrier
7. Fire starter
8. Gift wrapping
9. Oil spill absorption
10. Drawer liners",gemma-4-31b-it,Oil spill absorption,0.97204554,0.0,3.817712325956905
google/gemma-4-31b-it,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Newspaper,Conventional,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Newspaper
Condition: Be conventional.","1. Window cleaning
2. Ripening fruit
3. Packing fragile items
4. Lining bird cages
5. Drying wet shoes
6. Weed barrier
7. Fire starter
8. Gift wrapping
9. Oil spill absorption
10. Drawer liners",gemma-4-31b-it,Drawer liners,0.86264825,0.0,4.105394398408686
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be creative.","
1. Use a thick novel as a makeshift doorstop for a squeaky hinge.  
2. Stack a few journals to create a temporary, low‑profile paperweight for a desk.  
3. Hollow out a hardcover to hold seeds and plant them in a small, sun‑lit window.  
4. Tie a string to a book and hang it from a branch to make a whimsical wind chime.  
5. Place a slim volume under a door frame to create a secret, cushioned entryway.  
6. Use an open textbook as a makeshift lamp shade for a low‑power LED light.  
7. Stack multiple paperback titles to form a small, portable bookshelf that doubles as a wall art piece.  
8. Fill a hollowed book with sand and seal it to craft a small, hand‑held sand clock.  
9. Cut a book into strips and weave them into a lightweight, portable hammock.  
10. Use a thick, unbound manuscript as a protective cover when transporting fragile glassware.",gpt-oss-20b,Use a thick novel as a makeshift doorstop for a squeaky hinge.,0.70753604,0.0,5.19295685089021
openai/gpt-oss-20b,Alternative Uses Task,"List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.",Book,Creative,"Task: List exactly 10 alternative, uncommon uses for the following object. Provide only a numbered list (1-10), with one use per line and no explanations.
Target: Book
Condition: Be creative.","
1. Use a thick novel as a makeshift doorstop for a squeaky hinge.  
2. Stack a few journals to create a temporary, low‑profile paperweight for a desk.  
3. Hollow out a hardcover to hold seeds and plant them in a small, sun‑lit window.  
4. Tie a string to a book and hang it from a branch to make a whimsical wind chime.  
5. Place a slim volume under a door frame to create a secret, cushioned entryway.  
6. Use an open textbook as a makeshift lamp shade for a low‑power LED light.  
7. Stack multiple paperback titles to form a small, portable bookshelf that doubles as a wall art piece.  
8. Fill a hollowed book with sand and seal it to craft a small, hand‑held sand clock.  
9. Cut a book into strips and weave them into a lightweight, portable hammock.  
10. Use a thick, unbound manuscript as a protective cover when transporting fragile glassware.",gpt-oss-20b,"Stack a few journals to create a temporary, low‑profile paperweight for a desk.",0.8032193,0.0,5.19295685089021
